4302;documentid;jobid;jobtype;startdate;starttime;activetime;idletime;readydate;readytime;result;username;jobname;costcentre;custom;accountid;jobaddressee;nofscana4;nofscana3;nofsinglestaples;nofdoublestaples;noffinishedsets;outputdestination;nofprinteda4bw;nofprinteda4c;nofprinteda3bw;nofprinteda3c;tonerblack;tonercolor;nofsimplex1;nofduplex1;mediaformat1;mediatype1;mediaweight1;mediacolor1;medianame1;cyclelength1;isinsert1;istab1;punchcount1;nofsimplex2;nofduplex2;mediaformat2;mediatype2;mediaweight2;mediacolor2;medianame2;cyclelength2;isinsert2;istab2;punchcount2;nofsimplex3;nofduplex3;mediaformat3;mediatype3;mediaweight3;mediacolor3;medianame3;cyclelength3;isinsert3;istab3;punchcount3;nofsimplex4;nofduplex4;mediaformat4;mediatype4;mediaweight4;mediacolor4;medianame4;cyclelength4;isinsert4;istab4;punchcount4;nofsimplex5;nofduplex5;mediaformat5;mediatype5;mediaweight5;mediacolor5;medianame5;cyclelength5;isinsert5;istab5;punchcount5;nofsimplex6;nofduplex6;mediaformat6;mediatype6;mediaweight6;mediacolor6;medianame6;cyclelength6;isinsert6;istab6;punchcount6;nofsimplex7;nofduplex7;mediaformat7;mediatype7;mediaweight7;mediacolor7;medianame7;cyclelength7;isinsert7;istab7;punchcount7;nofsimplex8;nofduplex8;mediaformat8;mediatype8;mediaweight8;mediacolor8;medianame8;cyclelength8;isinsert8;istab8;punchcount8;nofsimplex9;nofduplex9;mediaformat9;mediatype9;mediaweight9;mediacolor9;medianame9;cyclelength9;isinsert9;istab9;punchcount9;nofsimplex10;nofduplex10;mediaformat10;mediatype10;mediaweight10;mediacolor10;medianame10;cyclelength10;isinsert10;istab10;punchcount10;nofsimplex11;nofduplex11;mediaformat11;mediatype11;mediaweight11;mediacolor11;medianame11;cyclelength11;isinsert11;istab11;punchcount11;nofsimplex12;nofduplex12;mediaformat12;mediatype12;mediaweight12;mediacolor12;medianame12;cyclelength12;isinsert12;istab12;punchcount12;nofsimplex13;nofduplex13;mediaformat13;mediatype13;mediaweight13;mediacolor13;medianame13;cyclelength13;isinsert13;istab13;punchcount13;nofsimplex14;nofduplex14;mediaformat14;mediatype14;mediaweight14;mediacolor14;medianame14;cyclelength14;isinsert14;istab14;punchcount14;nofsimplex15;nofduplex15;mediaformat15;mediatype15;mediaweight15;mediacolor15;medianame15;cyclelength15;isinsert15;istab15;punchcount15;nofsimplex16;nofduplex16;mediaformat16;mediatype16;mediaweight16;mediacolor16;medianame16;cyclelength16;isinsert16;istab16;punchcount16;nofpunches;nofcreases;noffolds;nofbooklets;nofbinds;operatorname;nofprintedXLbw;nofprintedXLc;surfaceareablack;surfaceareacolor;pagelengthblack;pagelengthcolor;inkblack;inkcolorcyan;inkcolormagenta;inkcoloryellow;inkcolorblack;colorgrip;nofprinteda4micr;nofprinteda3micr;nofprintedXLmicr;inkmicr;nofsheetspulled1;nofsheetspulled2;nofsheetspulled3;nofsheetspulled4;nofsheetspulled5;nofsheetspulled6;nofsheetspulled7;nofsheetspulled8;nofsheetspulled9;nofsheetspulled10;nofsheetspulled11;nofsheetspulled12;nofsheetspulled13;nofsheetspulled14;nofsheetspulled15;nofsheetspulled16;mediaprintmode1;mediaprintmode2;mediaprintmode3;mediaprintmode4;mediaprintmode5;mediaprintmode6;mediaprintmode7;mediaprintmode8;mediaprintmode9;mediaprintmode10;mediaprintmode11;mediaprintmode12;mediaprintmode13;mediaprintmode14;mediaprintmode15;mediaprintmode16;nofprinteda4low;nofprinteda4med;nofprinteda4high;nofprinteda3low;nofprinteda3med;nofprinteda3high;nofperforates
4303;;173222;IP;2025-04-16;10:13:42;0:02:50;0:00:00;2025-04-16;10:16:32;Done;03343513-1-3;innerwork_3343159-3343376;;;;;;;0;0;1;StackerHCS3 1 Main Tray;0;0;1;117;;;0;118;Custom 305.0x450.0;Plain;90;White;PMB Matt 90g 305x450 DPM909;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.13;16.05;0.45;52.65;24;329;343;293;4239;1582;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;117;0;0;0
4303;;173223;IP;2025-04-16;10:14:43;0:07:46;0:00:00;2025-04-16;10:22:29;Done;03343513-1-2;innerwork_3343159-3343376;;;;;;;0;0;5;StackerHCS3 1 Main Tray;0;0;765;75;;;0;840;Custom 305.0x450.0;Plain;90;White;PMB Matt 90g 305x450 DPM909;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;104.99;10.29;344.25;33.75;32250;1148;1261;1053;3827;10030;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;70;5;0;0
4303;;173224;IP;2025-04-16;10:20:40;0:06:51;0:00:00;2025-04-16;10:27:31;Done;03343513-1-1;innerwork_3343159-3343376;;;;;;;0;0;2;StackerHCS3 1 Main Tray;0;0;0;700;;;0;700;Custom 305.0x450.0;Plain;90;White;PMB Matt 90g 305x450 DPM909;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.00;96.07;0.00;315.00;0;6423;5426;1029;19902;7650;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;700;0;0;0
4303;;173225;IP;2025-04-16;10:25:40;0:08:58;0:00:00;2025-04-16;10:34:38;Done;03343510-1-6;innerwork_3342689-3343308;;;;;;;0;0;3;StackerHCS3 1 Main Tray;0;0;9;939;;;0;948;Custom 305.0x450.0;Plain;90;White;PMB Matt 90g 305x450 DPM909;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;1.23;128.87;4.05;422.55;281;1905;1906;1603;24761;10802;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;939;0;0;0
4303;;173226;IP;2025-04-16;10:32:35;0:04:28;0:00:00;2025-04-16;10:37:03;Done;03343510-1-5;innerwork_3342689-3343308;;;;;;;0;0;3;StackerHCS3 1 Main Tray;0;0;0;336;;;0;336;Custom 305.0x450.0;Plain;90;White;PMB Matt 90g 305x450 DPM909;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.00;46.11;0.00;151.20;0;1749;2853;1702;11409;3632;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;336;0;0;0
4303;;173227;IP;2025-04-16;10:35:03;0:03:49;0:00:01;2025-04-16;10:38:53;Done;03343510-1-4;innerwork_3342689-3343308;;;;;;;0;0;1;StackerHCS3 1 Main Tray;0;0;1;191;;;0;192;Custom 305.0x450.0;Plain;90;White;PMB Matt 90g 305x450 DPM909;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.13;26.21;0.45;85.95;0;432;351;363;6880;1993;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;191;0;0;0
4303;;173228;IP;2025-04-16;10:36:17;0:04:53;0:00:00;2025-04-16;10:41:10;Done;03343510-1-3;innerwork_3342689-3343308;;;;;;;0;0;1;StackerHCS3 1 Main Tray;0;0;3;313;;;0;316;Custom 305.0x450.0;Plain;90;White;PMB Matt 90g 305x450 DPM909;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.41;42.95;1.35;140.85;93;635;635;534;8253;3600;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;313;0;0;0
4303;;173229;IP;2025-04-16;10:39:07;0:02:55;0:00:00;2025-04-16;10:42:02;Done;03343510-1-2;innerwork_3342689-3343308;;;;;;;0;0;1;StackerHCS3 1 Main Tray;0;0;0;132;;;0;132;Custom 305.0x450.0;Plain;90;White;PMB Matt 90g 305x450 DPM909;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.00;18.11;0.00;59.40;0;965;1018;558;4583;1873;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;132;0;0;0
4303;;173230;IP;2025-04-16;10:40:14;0:02:32;0:00:00;2025-04-16;10:42:46;Done;03343510-1-1;innerwork_3342689-3343308;;;;;;;0;0;1;StackerHCS3 1 Main Tray;0;0;0;112;;;0;112;Custom 305.0x450.0;Plain;90;White;PMB Matt 90g 305x450 DPM909;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.00;15.37;0.00;50.40;0;583;951;567;3803;1210;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;112;0;0;0
4303;;173231;IP;2025-04-16;10:40:58;0:02:05;0:00:00;2025-04-16;10:43:03;Done;03343543-1;innerwork_3343380;;;;;;;0;0;1;OEM;4;2;0;0;;;0;6;Custom 268.0x384.0;Plain;115;White;PMB Matt 115g 268x384 DPM123;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.41;0.20;1.53;0.76;280;3;3;3;146;98;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;1;1;0;0;0;0;0
4303;;173232;IP;2025-04-16;10:41:02;0:02:51;0:00:01;2025-04-16;10:43:54;Done;03343572-1;Reprint_innerworkRepInt_3337953;;;;;;;0;0;1;StackerHCS3 1 Main Tray;0;0;88;0;;;0;88;Custom 305.0x440.0;Plain;80;White;PrePrint 80g 305x440 DPR806;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;11.80;0.00;38.72;0.00;2322;61;59;59;0;5019;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173233;IP;2025-04-16;10:48:54;0:01:50;0:00:00;2025-04-16;10:50:44;Done;03343543-1;innerwork_3343380;;;;;;;0;0;1;OEM;4;2;0;0;;;0;6;Custom 268.0x384.0;Plain;115;White;PMB Matt 115g 268x384 DPM123;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.41;0.20;1.53;0.76;280;3;3;3;146;98;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;1;1;0;0;0;0;0
4303;;173234;SYSTEM;2025-04-16;10:52:07;0:02:44;0:00:00;2025-04-16;10:54:51;Done;;Service Job;;;99997;;;;0;0;1;Stacker HCS3 1 Top Tray;0;1;0;0;;;1;0;Custom 268.0x384.0;Plain;115;White;PMB Matt 115g 268x384 DPM123;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.00;0.10;0.00;0.38;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173235;SYSTEM;2025-04-16;10:55:19;0:02:05;0:00:00;2025-04-16;10:57:24;Done;;Service Job;;;99997;;;;0;0;1;Stacker HCS3 1 Top Tray;0;2;0;0;;;0;2;Custom 268.0x384.0;Plain;115;White;PMB Matt 115g 268x384 DPM123;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.00;0.20;0.00;0.76;0;6;3;1;27;4;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;2;0;0;0;0;0;0
4303;;173236;IP;2025-04-16;10:57:50;0:06:57;0:00:00;2025-04-16;11:04:47;Done;03343543-1;innerwork_3343380;;;;;;;0;0;8;OEM;712;88;0;0;;;0;800;Custom 268.0x384.0;Plain;115;White;PMB Matt 115g 268x384 DPM123;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;73.27;9.05;273.40;33.79;89908;2036;2096;1742;8377;23442;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;40;24;24;0;0;0;0
4303;;173236;IP;2025-04-16;11:05:31;0:02:06;0:00:00;2025-04-16;11:07:37;Done;03343543-1;innerwork_3343380;;;;;;;0;0;1;OEM;2;0;0;0;;;0;2;Custom 268.0x384.0;Plain;115;White;PMB Matt 115g 268x384 DPM123;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.20;0.00;0.76;0.00;35;1;1;1;0;7;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173237;IP;2025-04-16;11:09:52;0:01:46;0:00:00;2025-04-16;11:11:38;Done;03343501-1;innerwork_3343158;;;;;;;0;0;1;OEM;2;0;0;0;;;0;2;Custom 268.0x384.0;Plain;80;White;Woodfree White 80g 268x384 _DTJ806;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.20;0.00;0.76;0.00;17;1;1;1;0;21;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173238;IP;2025-04-16;11:12:16;0:05:10;0:01:48;2025-04-16;11:19:14;Done;03343501-1;innerwork_3343158;;;;;;;0;0;1;OEM;200;0;0;0;;;0;200;Custom 268.0x384.0;Plain;80;White;Woodfree White 80g 268x384 _DTJ806;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;20.58;0.00;76.80;0.00;5551;107;102;102;0;7518;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173239;IP;2025-04-16;11:18:12;0:03:52;0:00:00;2025-04-16;11:22:04;Done;03343410-1-8;innerwork_3342988-3343262;;;;;;;0;0;2;StackerHCS3 1 Main Tray;64;376;0;0;;;0;440;Custom 255.0x364.0;Plain;90;White;PMB Matt 90g 364x256 DPM908;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;5.94;34.90;23.29;136.86;1793;701;736;419;11929;3963;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;376;0;0;0;0;0;0
4303;;173240;IP;2025-04-16;11:20:16;0:05:58;0:00:00;2025-04-16;11:26:14;Done;03343410-1-7;innerwork_3342988-3343262;;;;;;;0;0;5;StackerHCS3 1 Main Tray;670;50;0;0;;;0;720;Custom 255.0x364.0;Plain;90;White;PMB Matt 90g 364x256 DPM908;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;62.18;4.64;243.88;18.20;31159;527;527;557;1928;8426;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;50;0;0;0;0;0;0
4303;;173241;IP;2025-04-16;11:24:40;0:03:19;0:00:00;2025-04-16;11:27:59;Done;03343410-1-6;innerwork_3342988-3343262;;;;;;;0;0;3;StackerHCS3 1 Main Tray;63;219;0;0;;;0;282;Custom 255.0x364.0;Plain;90;White;PMB Matt 90g 364x256 DPM908;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;5.84;20.32;22.93;79.71;1615;228;194;161;5365;3233;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;219;0;0;0;0;0;0
4303;;173242;IP;2025-04-16;11:26:26;0:06:49;0:00:00;2025-04-16;11:33:15;Done;03343410-1-5;innerwork_3342988-3343262;;;;;;;0;0;3;StackerHCS3 1 Main Tray;195;687;0;0;;;0;882;Custom 255.0x364.0;Plain;90;White;PMB Matt 90g 364x256 DPM908;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;18.09;63.76;70.98;250.06;4095;1864;1762;1441;12002;5451;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;687;0;0;0;0;0;0
4303;;173243;IP;2025-04-16;11:31:39;0:06:28;0:00:00;2025-04-16;11:38:07;Done;03343410-1-4;innerwork_3342988-3343262;;;;;;;0;0;3;StackerHCS3 1 Main Tray;738;72;0;0;;;0;810;Custom 255.0x364.0;Plain;90;White;PMB Matt 90g 364x256 DPM908;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;68.50;6.68;268.63;26.20;16004;461;463;427;1412;9355;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;72;0;0;0;0;0;0
4303;;173244;IP;2025-04-16;11:36:32;0:02:57;0:00:00;2025-04-16;11:39:29;Done;03343410-1-3;innerwork_3342988-3343262;;;;;;;0;0;1;StackerHCS3 1 Main Tray;10;140;0;0;;;0;150;Custom 255.0x364.0;Plain;90;White;PMB Matt 90g 364x256 DPM908;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.92;12.99;3.64;50.96;262;439;414;285;4085;1311;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;139;1;0;0;0;0;0
4303;;173245;IP;2025-04-16;11:37:23;0:02:57;0:00:00;2025-04-16;11:40:20;Done;03343410-1-2;innerwork_3342988-3343262;;;;;;;0;0;1;StackerHCS3 1 Main Tray;147;7;0;0;;;0;154;Custom 255.0x364.0;Plain;90;White;PMB Matt 90g 364x256 DPM908;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;13.64;0.64;53.50;2.54;4194;106;109;114;190;1289;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;7;0;0;0;0;0;0
4303;;173246;IP;2025-04-16;11:38:46;0:02:21;0:00:00;2025-04-16;11:41:07;Done;03343410-1-1;innerwork_3342988-3343262;;;;;;;0;0;1;StackerHCS3 1 Main Tray;92;14;0;0;;;0;106;Custom 255.0x364.0;Plain;90;White;PMB Matt 90g 364x256 DPM908;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;8.53;1.29;33.48;5.09;2563;146;122;61;637;853;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;14;0;0;0;0;0;0
4303;;173247;IP;2025-04-16;11:41:09;0:01:23;0:00:00;2025-04-16;11:42:32;Done;03343473-1-16;innerwork_3342973-3343292;;;;;;;0;0;1;StackerHCS3 1 Main Tray;122;26;0;0;;;0;148;Custom 255.0x364.0;Plain;90;White;PMB Matt 90g 364x256 DPM908;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;11.32;2.41;44.40;9.46;4054;103;107;109;830;1379;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;26;0;0;0;0;0;0
4303;;173248;IP;2025-04-16;11:41:11;0:03:51;0:00:00;2025-04-16;11:45:02;Done;03343473-1-15;innerwork_3342973-3343292;;;;;;;0;0;3;StackerHCS3 1 Main Tray;3;375;0;0;;;0;378;Custom 255.0x364.0;Plain;90;White;PMB Matt 90g 364x256 DPM908;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.27;34.80;1.09;136.50;14;820;777;540;6450;4286;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality M1 NK;;;;;;;;;;;;;;;;375;0;0;0;0;0;0
