4302;documentid;jobid;jobtype;startdate;starttime;activetime;idletime;readydate;readytime;result;username;jobname;costcentre;custom;accountid;jobaddressee;nofscana4;nofscana3;nofsinglestaples;nofdoublestaples;noffinishedsets;outputdestination;nofprinteda4bw;nofprinteda4c;nofprinteda3bw;nofprinteda3c;tonerblack;tonercolor;nofsimplex1;nofduplex1;mediaformat1;mediatype1;mediaweight1;mediacolor1;medianame1;cyclelength1;isinsert1;istab1;punchcount1;nofsimplex2;nofduplex2;mediaformat2;mediatype2;mediaweight2;mediacolor2;medianame2;cyclelength2;isinsert2;istab2;punchcount2;nofsimplex3;nofduplex3;mediaformat3;mediatype3;mediaweight3;mediacolor3;medianame3;cyclelength3;isinsert3;istab3;punchcount3;nofsimplex4;nofduplex4;mediaformat4;mediatype4;mediaweight4;mediacolor4;medianame4;cyclelength4;isinsert4;istab4;punchcount4;nofsimplex5;nofduplex5;mediaformat5;mediatype5;mediaweight5;mediacolor5;medianame5;cyclelength5;isinsert5;istab5;punchcount5;nofsimplex6;nofduplex6;mediaformat6;mediatype6;mediaweight6;mediacolor6;medianame6;cyclelength6;isinsert6;istab6;punchcount6;nofsimplex7;nofduplex7;mediaformat7;mediatype7;mediaweight7;mediacolor7;medianame7;cyclelength7;isinsert7;istab7;punchcount7;nofsimplex8;nofduplex8;mediaformat8;mediatype8;mediaweight8;mediacolor8;medianame8;cyclelength8;isinsert8;istab8;punchcount8;nofsimplex9;nofduplex9;mediaformat9;mediatype9;mediaweight9;mediacolor9;medianame9;cyclelength9;isinsert9;istab9;punchcount9;nofsimplex10;nofduplex10;mediaformat10;mediatype10;mediaweight10;mediacolor10;medianame10;cyclelength10;isinsert10;istab10;punchcount10;nofsimplex11;nofduplex11;mediaformat11;mediatype11;mediaweight11;mediacolor11;medianame11;cyclelength11;isinsert11;istab11;punchcount11;nofsimplex12;nofduplex12;mediaformat12;mediatype12;mediaweight12;mediacolor12;medianame12;cyclelength12;isinsert12;istab12;punchcount12;nofsimplex13;nofduplex13;mediaformat13;mediatype13;mediaweight13;mediacolor13;medianame13;cyclelength13;isinsert13;istab13;punchcount13;nofsimplex14;nofduplex14;mediaformat14;mediatype14;mediaweight14;mediacolor14;medianame14;cyclelength14;isinsert14;istab14;punchcount14;nofsimplex15;nofduplex15;mediaformat15;mediatype15;mediaweight15;mediacolor15;medianame15;cyclelength15;isinsert15;istab15;punchcount15;nofsimplex16;nofduplex16;mediaformat16;mediatype16;mediaweight16;mediacolor16;medianame16;cyclelength16;isinsert16;istab16;punchcount16;nofpunches;nofcreases;noffolds;nofbooklets;nofbinds;operatorname;nofprintedXLbw;nofprintedXLc;surfaceareablack;surfaceareacolor;pagelengthblack;pagelengthcolor;inkblack;inkcolorcyan;inkcolormagenta;inkcoloryellow;inkcolorblack;colorgrip;nofprinteda4micr;nofprinteda3micr;nofprintedXLmicr;inkmicr;nofsheetspulled1;nofsheetspulled2;nofsheetspulled3;nofsheetspulled4;nofsheetspulled5;nofsheetspulled6;nofsheetspulled7;nofsheetspulled8;nofsheetspulled9;nofsheetspulled10;nofsheetspulled11;nofsheetspulled12;nofsheetspulled13;nofsheetspulled14;nofsheetspulled15;nofsheetspulled16;mediaprintmode1;mediaprintmode2;mediaprintmode3;mediaprintmode4;mediaprintmode5;mediaprintmode6;mediaprintmode7;mediaprintmode8;mediaprintmode9;mediaprintmode10;mediaprintmode11;mediaprintmode12;mediaprintmode13;mediaprintmode14;mediaprintmode15;mediaprintmode16;nofprinteda4low;nofprinteda4med;nofprinteda4high;nofprinteda3low;nofprinteda3med;nofprinteda3high;nofperforates
4303;;173070;IP;2025-04-16;04:34:57;0:02:03;0:00:00;2025-04-16;04:37:00;Done;03341771-1-4;innerwork_3341372-3341663;;;;;;;0;0;1;OEM;0;0;36;0;;;0;36;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;5.62;0.00;17.56;0.00;1532;29;28;28;0;3220;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173071;IP;2025-04-16;04:35:14;0:02:21;0:00:01;2025-04-16;04:37:36;Done;03341771-1-3;innerwork_3341372-3341663;;;;;;;0;0;1;OEM;0;0;84;0;;;0;84;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;13.11;0.00;40.99;0.00;5763;68;65;65;0;9207;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173072;IP;2025-04-16;04:35:45;0:02:06;0:00:00;2025-04-16;04:37:51;Done;03341771-1-2;innerwork_3341372-3341663;;;;;;;0;0;1;OEM;0;0;36;0;;;0;36;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;5.62;0.00;17.56;0.00;1463;29;28;28;0;3112;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173073;IP;2025-04-16;04:36:00;0:02:01;0:00:00;2025-04-16;04:38:01;Done;03341771-1-1;innerwork_3341372-3341663;;;;;;;0;0;1;OEM;0;0;24;0;;;0;24;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;3.74;0.00;11.71;0.00;1098;19;18;18;0;2371;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173074;IP;2025-04-16;04:40:11;0:02:16;0:00:01;2025-04-16;04:42:28;Done;03341843-1-15;innerwork_3341101-3341712;;;;;;;0;0;1;OEM;0;0;72;0;;;0;72;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;11.24;0.00;35.13;0.00;3973;58;56;56;0;8557;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173075;IP;2025-04-16;04:40:50;0:02:10;0:00:00;2025-04-16;04:43:00;Done;03341843-1-14;innerwork_3341101-3341712;;;;;;;0;0;1;OEM;0;0;2;76;;;0;78;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.31;11.86;0.97;37.08;2;84;81;84;4163;8166;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;76;0;0;0
4303;;173076;IP;2025-04-16;04:40:56;0:03:34;0:00:00;2025-04-16;04:44:30;Done;03341843-1-13;innerwork_3341101-3341712;;;;;;;0;0;1;OEM;0;0;212;0;;;0;212;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;33.10;0.00;103.45;0.00;12780;173;166;166;0;27574;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173077;IP;2025-04-16;04:42:34;0:02:13;0:00:00;2025-04-16;04:44:47;Done;03341843-1-12;innerwork_3341101-3341712;;;;;;;0;0;1;OEM;0;0;40;0;;;0;40;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;6.24;0.00;19.52;0.00;2174;32;31;31;0;4439;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173078;IP;2025-04-16;04:42:52;0:02:27;0:00:00;2025-04-16;04:45:19;Done;03341843-1-11;innerwork_3341101-3341712;;;;;;;0;0;1;OEM;0;0;64;10;;;0;74;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;9.99;1.56;31.23;4.88;2153;62;60;60;356;4913;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;10;0;0;0
4303;;173079;IP;2025-04-16;04:43:25;0:02:20;0:00:00;2025-04-16;04:45:45;Done;03341843-1-10;innerwork_3341101-3341712;;;;;;;0;0;1;OEM;0;0;62;0;;;0;62;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;9.68;0.00;30.25;0.00;2881;50;48;48;0;5729;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173080;IP;2025-04-16;04:43:53;0:02:31;0:00:00;2025-04-16;04:46:24;Done;03341843-1-9;innerwork_3341101-3341712;;;;;;;0;0;1;OEM;0;0;91;1;;;0;92;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;14.21;0.15;44.40;0.48;5509;75;72;72;60;7852;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;1;0;0;0
4303;;173081;IP;2025-04-16;04:44:31;0:02:10;0:00:00;2025-04-16;04:46:41;Done;03341843-1-8;innerwork_3341101-3341712;;;;;;;0;0;1;OEM;0;0;38;4;;;0;42;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;5.93;0.62;18.54;1.95;2121;37;36;37;263;4863;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;4;0;0;0
4303;;173082;IP;2025-04-16;04:44:48;0:02:24;0:00:00;2025-04-16;04:47:12;Done;03341843-1-7;innerwork_3341101-3341712;;;;;;;0;0;1;OEM;0;0;60;12;;;0;72;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;9.36;1.87;29.28;5.85;3561;72;69;74;662;8585;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;12;0;0;0
4303;;173083;IP;2025-04-16;04:45:19;0:02:10;0:00:00;2025-04-16;04:47:29;Done;03341843-1-6;innerwork_3341101-3341712;;;;;;;0;0;1;OEM;0;0;38;4;;;0;42;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;5.93;0.62;18.54;1.95;2121;37;36;37;263;4863;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;4;0;0;0
4303;;173084;IP;2025-04-16;04:45:38;0:02:38;0:00:00;2025-04-16;04:48:16;Done;03341843-1-5;innerwork_3341101-3341712;;;;;;;0;0;2;OEM;0;0;58;50;;;0;108;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;9.05;7.80;28.30;24.40;2510;140;141;153;2578;12073;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;50;0;0;0
4303;;173085;IP;2025-04-16;04:46:24;0:02:19;0:00:00;2025-04-16;04:48:43;Done;03341843-1-4;innerwork_3341101-3341712;;;;;;;0;0;1;OEM;0;0;64;0;;;0;64;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;9.99;0.00;31.23;0.00;4086;52;50;50;0;6353;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173086;IP;2025-04-16;04:46:51;0:02:23;0:00:00;2025-04-16;04:49:14;Done;03341843-1-3;innerwork_3341101-3341712;;;;;;;0;0;1;OEM;0;0;74;0;;;0;74;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;11.55;0.00;36.11;0.00;5900;60;58;58;0;8446;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173087;IP;2025-04-16;04:47:21;0:03:12;0:00:00;2025-04-16;04:50:33;Done;03341843-1-2;innerwork_3341101-3341712;;;;;;;0;0;2;OEM;0;0;62;122;;;0;184;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;9.68;19.05;30.25;59.53;2747;181;169;148;5987;18572;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;122;0;0;0
4303;;173088;IP;2025-04-16;04:48:39;0:02:47;0:00:00;2025-04-16;04:51:26;Done;03341843-1-1;innerwork_3341101-3341712;;;;;;;0;0;3;OEM;0;0;114;12;;;0;126;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;17.80;1.87;55.63;5.85;6366;112;109;111;790;14594;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;12;0;0;0
4303;;173089;IP;2025-04-16;04:49:34;0:02:05;0:00:00;2025-04-16;04:51:39;Done;03341840-1-4;innerwork_3341037-3341691;;;;;;;0;0;1;OEM;0;0;3;29;;;0;32;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.46;4.52;1.46;14.15;63;26;25;25;1139;2625;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;29;0;0;0
4303;;173090;IP;2025-04-16;04:49:49;0:02:04;0:00:00;2025-04-16;04:51:53;Done;03341840-1-3;innerwork_3341037-3341691;;;;;;;0;0;1;OEM;0;0;3;29;;;0;32;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.46;4.52;1.46;14.15;63;26;25;25;1139;2625;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;29;0;0;0
4303;;173091;IP;2025-04-16;04:50:03;0:04:33;0:00:00;2025-04-16;04:54:36;Done;03341840-1-2;innerwork_3341037-3341691;;;;;;;0;0;6;OEM;0;0;0;384;;;0;384;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;0.00;59.96;0.00;187.39;0;459;439;503;14727;37659;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;384;0;0;0
4303;;173092;IP;2025-04-16;04:52:43;0:03:58;0:00:00;2025-04-16;04:56:41;Done;03341840-1-1;innerwork_3341037-3341691;;;;;;;0;0;3;OEM;0;0;225;69;;;0;294;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;35.13;10.77;109.80;33.67;11326;244;234;236;3348;28980;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;69;0;0;0
4303;;173093;IP;2025-04-16;04:58:32;0:02:17;0:00:00;2025-04-16;05:00:49;Done;03341834-1-13;innerwork_3341363-3341734;;;;;;;0;0;1;OEM;0;0;26;0;;;0;26;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;4.06;0.00;12.68;0.00;839;21;20;20;0;1802;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173094;IP;2025-04-16;04:58:37;0:02:21;0:00:00;2025-04-16;05:00:58;Done;03341834-1-12;innerwork_3341363-3341734;;;;;;;0;0;1;OEM;0;0;20;0;;;0;20;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;3.12;0.00;9.76;0.00;854;16;15;15;0;1717;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173095;IP;2025-04-16;04:58:42;0:02:33;0:00:00;2025-04-16;05:01:15;Done;03341834-1-11;innerwork_3341363-3341734;;;;;;;0;0;1;OEM;0;0;42;0;;;0;42;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;6.55;0.00;20.49;0.00;1792;34;32;32;0;3029;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173096;IP;2025-04-16;04:58:49;0:02:51;0:00:00;2025-04-16;05:01:40;Done;03341834-1-10;innerwork_3341363-3341734;;;;;;;0;0;1;OEM;0;0;57;1;;;0;58;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;8.90;0.15;27.81;0.48;2260;48;46;45;26;5317;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;1;0;0;0
4303;;173097;IP;2025-04-16;04:58:58;0:03:10;0:00:00;2025-04-16;05:02:08;Done;03341834-1-9;innerwork_3341363-3341734;;;;;;;0;0;1;OEM;0;0;66;0;;;0;66;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;10.30;0.00;32.20;0.00;2732;54;51;51;0;5931;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
4303;;173098;IP;2025-04-16;05:00:20;0:03:20;0:00:00;2025-04-16;05:03:40;Done;03341834-1-8;innerwork_3341363-3341734;;;;;;;0;0;2;OEM;0;0;216;0;;;0;216;Custom 320.0x488.0;Plain;80;White;PrePrint 80g 320x488;1;n;n;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;0;33.73;0.00;105.40;0.00;8688;176;169;169;0;18812;0;0;0;0;;;;;;;;;;;;;;;;;StandardQuality;;;;;;;;;;;;;;;;0;0;0;0;0;0;0
